Co./Last Name	First Name	Addr 1 - Line 1	           - Line 2	           - Line 3	           - Line 4	Inclusive	Purchase #	Date	Supplier Invoice #	Ship Via	Delivery Status	Description	Account #	Amount	Inc-Tax Amount	Job	Comment	Journal Memo	Shipping Date	Tax Code	Non-GST Amount	GST Amount	Import Duty Amount	Freight Amount	Inc-Tax Freight Amount	Freight Tax Code	Freight Non-GST Amount	Freight GST Amount	Freight Import Duty Amount	Purchase Status	Currency Code	Exchange Rate	Terms - Payment is Due	           - Discount Days	           - Balance Due Days	           - % Discount	Amount Paid	Category	Card ID	Record ID
Express Transport Australia(Vic) Pty Ltd		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007149	07/07/2016	ETA0005717		P	DELIVERY OF PLTS - LOMBARD	56000	$72.00	$79.20			Purchase; Express Transport Australia(Vic) Pty Ltd		GST	$0.00	$7.20	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$79.20		*None	606

AA PRINTING		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007140	08/07/2016	INV-1186		P	6,000 RSPCA Cupcake Day 12oz DW	57452	$620.73	$682.80			Purchase; AA PRINTING		GST	$0.00	$62.07	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$682.80		*None	617

Telstra Corp Ltd		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00007132	09/07/2016	P 232 960 111		P	to 01 Jul	62800	$91.78	$100.96			Purchase; Telstra Corp Ltd		GST	$0.00	$9.18	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$100.96		*None	1144

TNT Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00007167	09/07/2016	INV 48856823		P	5/07/16 306117313 TULLAMARINE/ABSOLUTE MEDIA S 75 MEL/BNE	56000	$23.57	$25.93			Purchase; TNT Express		GST	$0.00	$2.36	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$281.87		ACC:21779000	34
TNT Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00007167	09/07/2016	INV 48856823		P	6/07/16 980216134121 MELBOURNE AIRPO/THE PAPER COMPA S 76 MEL/MEL	56000	$17.62	$19.38			Purchase; TNT Express		GST	$0.00	$1.76	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$281.87		ACC:21779000	34
TNT Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00007167	09/07/2016	INV 48856823		P	6/07/16 980216134121 MELBOURNE AIRPO/THE PAPER COMPA S 76 MC	56000	$8.50	$9.35			Purchase; TNT Express		GST	$0.00	$0.85	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$281.87		ACC:21779000	34
TNT Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00007167	09/07/2016	INV 48856823		P	7/07/16 307914633 TULLAMARINE/ADORE TEA S 76 MEL/CBA	56000	$138.89	$152.78			Purchase; TNT Express		GST	$0.00	$13.89	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$281.87		ACC:21779000	34
TNT Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00007167	09/07/2016	INV 48856823		P	7/07/16 307914633 TULLAMARINE/ADORE TEA S 76 RSD	56000	$5.00	$5.50			Purchase; TNT Express		GST	$0.00	$0.50	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$281.87		ACC:21779000	34
TNT Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00007167	09/07/2016	INV 48856823		P	7/07/16 307920034 TULLAMARINE/THE COFFEE ROAS S 76 MEL/SYD	56000	$19.70	$21.67			Purchase; TNT Express		GST	$0.00	$1.97	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$281.87		ACC:21779000	34
TNT Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00007167	09/07/2016	INV 48856823		P	7/07/16 308097160 TULLAMARINE/ROBBIES CONFECT S 75 MEL/HOB	56000	$13.10	$14.41			Purchase; TNT Express		GST	$0.00	$1.31	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$281.87		ACC:21779000	34
TNT Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00007167	09/07/2016	INV 48856823		P	8/07/16 308884100 COCO WHIP/BURLEIGH HEADS T 75 BNE/OOL	56000	$29.87	$32.85			Purchase; TNT Express		GST	$0.00	$2.98	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$281.87		ACC:21779000	34

SCT Logistics		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007182	10/07/2016	900243105		P	2 SLOTS TO MILPERRA NSW (METRO REFRIGERATION)	61500	$112.93	$124.22			Purchase; SCT Logistics		GST	$0.00	$11.29	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$124.22		103617	987

SCT Logistics		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007183	10/07/2016	900243106		P	5 SLOTS TO NEDLANDS WA (ROCKET FUEL COFFEE)	61500	$581.24	$639.36			Purchase; SCT Logistics		GST	$0.00	$58.12	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$639.36		103617	987

SCT Logistics		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007184	10/07/2016	900243107		P	2 SLOTS TO EDWARDSTOWN SA (ATLAS MCNEIL HEALTHCARE)	61500	$107.52	$118.27			Purchase; SCT Logistics		GST	$0.00	$10.75	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$118.27		103617	987

SCT Logistics		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007185	10/07/2016	900243108		P	2 SLOTS TO MURARRIE QLD (SSS AUSTRALIA)	61500	$183.96	$202.36			Purchase; SCT Logistics		GST	$0.00	$18.40	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$202.36		103617	987

Cedar Jet Travel		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00007169	12/07/2016	WMVSHY120716		P	Melbourne/Taipei/Melbourne	63110	$9,073.35	$9,073.35			Purchase; Cedar Jet Travel		FRE	$0.00	$0.00	$0.00			FRE	$0.00	$0.00	$0.00	B			5	1	30	0	$9,073.35		*None	865

Hi Trans Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007173	12/07/2016	INV 031150		P	05/07/16 PCC518 SYDPACKAGING THE PAPER CU MARC EDWA MEL SYD	61500	$80.16	$88.18			Purchase; Hi Trans Express		GST	$0.00	$8.02	$0.00			GST	$0.00	$0.00	$0.00	B			2	0	30	0	$696.38		8349	716
Hi Trans Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007173	12/07/2016	INV 031150		P	08/07/16 PCC519 STOLENRUM THE PAPER CU STOLEN RUM MEL SYD	61500	$80.16	$88.18			Purchase; Hi Trans Express		GST	$0.00	$8.02	$0.00			GST	$0.00	$0.00	$0.00	B			2	0	30	0	$696.38		8349	716
Hi Trans Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007173	12/07/2016	INV 031150		P	11/07/16 PCC520 THE PAPER CU BLK GLD TRUS MEL SYD	61500	$469.49	$516.44			Purchase; Hi Trans Express		GST	$0.00	$46.95	$0.00			GST	$0.00	$0.00	$0.00	B			2	0	30	0	$696.38		8349	716
Hi Trans Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007173	12/07/2016	INV 031150		P	Account Fee 1	61500	$3.25	$3.58			Purchase; Hi Trans Express		GST	$0.00	$0.33	$0.00			GST	$0.00	$0.00	$0.00	B			2	0	30	0	$696.38		8349	716

Hi Trans Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007174	12/07/2016	030570 CR		P	07/07/2016 030570, PCC508, S/B RECIPROCAL RATES AT $360.00++ AS PER THEO	61500	-$235.52	-$259.07			Purchase; Hi Trans Express		GST	$0.00	-$23.55	$0.00			GST	$0.00	$0.00	$0.00	B			2	0	30	0	-$259.07		8349	716

HANGZHOU DINGYE PACKING MACHINERY CO . LTD		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007168	13/07/2016	DY2016071301		P	High temperature tape 20Rolls USD4 USD80	61002	$80.00	$80.00			Purchase; HANGZHOU DINGYE PACKING MACHINERY CO . LTD		FRE	$0.00	$0.00	$0.00			FRE	$0.00	$0.00	$0.00	B			1	0	0	0	$332.00		*None	410
HANGZHOU DINGYE PACKING MACHINERY CO . LTD		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007168	13/07/2016	DY2016071301		P	Side blade 90*45*4mm 4pcs USD46.5 USD186	62520	$186.00	$186.00			Purchase; HANGZHOU DINGYE PACKING MACHINERY CO . LTD		FRE	$0.00	$0.00	$0.00			FRE	$0.00	$0.00	$0.00	B			1	0	0	0	$332.00		*None	410
HANGZHOU DINGYE PACKING MACHINERY CO . LTD		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007168	13/07/2016	DY2016071301		P	wheel gear 4pcs USD16.5 USD66	62520	$66.00	$66.00			Purchase; HANGZHOU DINGYE PACKING MACHINERY CO . LTD		FRE	$0.00	$0.00	$0.00			FRE	$0.00	$0.00	$0.00	B			1	0	0	0	$332.00		*None	410

Westpac Life Insurance		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00007170	13/07/2016	JULY 2016		P	Insurance Premium JULY 2016	61812	$299.53	$299.53			Purchase; Westpac Life Insurance		FRE	$0.00	$0.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$299.53		*None	747

OPTUS Broadband		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007171	13/07/2016	JULY 2016		P	01/07/2016 ~ 31/07/2016	62800	$90.90	$99.99			Purchase; OPTUS Broadband		GST	$0.00	$9.09	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$112.15		2638889025	763
OPTUS Broadband		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007171	13/07/2016	JULY 2016		P	20 Premium Speed	62800	$18.14	$19.95			Purchase; OPTUS Broadband		GST	$0.00	$1.81	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$112.15		2638889025	763
OPTUS Broadband		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007171	13/07/2016	JULY 2016		P	Account Processing Fee	62800	$2.00	$2.20			Purchase; OPTUS Broadband		GST	$0.00	$0.20	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$112.15		2638889025	763
OPTUS Broadband		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007171	13/07/2016	JULY 2016		P	Discount 10%	62800	-$9.09	-$9.99			Purchase; OPTUS Broadband		GST	$0.00	-$0.90	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$112.15		2638889025	763

Big Pixel Pty Ltd		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007172	13/07/2016	INV 3320		P	8/7/2016 ñ 14/7/2016 inclusive	61005	$1,500.00	$1,500.00			Purchase; Big Pixel Pty Ltd		FRE	$0.00	$0.00	$0.00			FRE	$0.00	$0.00	$0.00	B			5	1	30	0	$1,500.00		*None	1040

AA PRINTING		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007179	13/07/2016	INV-1197		P	6,500 Auchentoshan 2oz SW Digital	57452	$427.34	$470.07			Purchase; AA PRINTING		GST	$0.00	$42.73	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$470.07		*None	617

AA PRINTING		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007180	13/07/2016	INV-1198		P	1,000 Auchentoshan 8ozT DW Digital	57452	$374.11	$411.52			Purchase; AA PRINTING		GST	$0.00	$37.41	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$411.52		*None	617

AA PRINTING		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007181	13/07/2016	INV-1199		P	2,000 Bourbon Legends 8ozT DW	57452	$404.69	$445.16			Purchase; AA PRINTING		GST	$0.00	$40.47	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$445.16		*None	617

AAMI CAR		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007187	13/07/2016	15348012067075		P	1996 Mazda E2000 Deluxe (Lwb) Van 5 sp manual 2016~2017	62604	$217.10	$238.81			Purchase; AAMI CAR		GST	$0.00	$21.71	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$262.69		MPA012067075	743
AAMI CAR		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007187	13/07/2016	15348012067075		P	Stamp Duty	62604	$23.88	$23.88			Purchase; AAMI CAR		FRE	$0.00	$0.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$262.69		MPA012067075	743
AAMI CAR		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007187	13/07/2016	15348012067075		P	Policy Number MPA012067075		$0.00	$0.00			Purchase; AAMI CAR			$0.00	$0.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$262.69		MPA012067075	743

AGL ELECTRICITY 44 Churchill		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007188	13/07/2016	JULY 2016		P	Bill period: 13 Jun 2016 to 12 Jul 2016 (30 days)	62920	$51.93	$57.12			Purchase; AGL ELECTRICITY 44 Churchill		GST	$0.00	$5.19	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$57.12		44 Churchill	853

McHugh & Eastwood		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007189	13/07/2016	SMELXD111		P	Airfreight from Melbourne to Brisbane	61500	$266.00	$292.60			Purchase; McHugh & Eastwood		GST	$0.00	$26.60	$0.00			FRE	$0.00	$0.00	$0.00	B			5	1	30	0	$292.60		PAPCUPMEL	1159

AAMI HOME		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007191	14/07/2016	15342012551805		P	Building Base Premium	21701	$769.74	$769.74			Purchase; AAMI HOME		N-T	$0.00	$0.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$1,046.62		HPA012551805	742
AAMI HOME		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007191	14/07/2016	15342012551805		P	Stamp Duty	21701	$76.97	$76.97			Purchase; AAMI HOME		N-T	$0.00	$0.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$1,046.62		HPA012551805	742
AAMI HOME		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007191	14/07/2016	15342012551805		P	Contents Base Premium	21701	$181.74	$181.74			Purchase; AAMI HOME		N-T	$0.00	$0.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$1,046.62		HPA012551805	742
AAMI HOME		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007191	14/07/2016	15342012551805		P	Stamp Duty	21701	$18.17	$18.17			Purchase; AAMI HOME		N-T	$0.00	$0.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$1,046.62		HPA012551805	742

Essendon Volkswagon		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007192	14/07/2016	INV 37013099		P	FGJAM CAR SERVICE	62603	$542.63	$596.90			Purchase; Essendon Volkswagon		GST	$0.00	$54.27	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$596.90		*None	774

COLES EXPRESS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00007441	14/07/2016			P	PETROL	62601	$67.59	$74.35			Purchase; COLES EXPRESS		GST	$0.00	$6.76	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$74.35		*None	732

MIG Packaging		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007129	15/07/2016	INV 73254		P	Zouki Footy Printed & Cut 192,000 Including Plates (9600 SHEETS)	51500	$4,470.00	$4,917.00			Purchase; MIG Packaging		GST	$0.00	$447.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$4,917.00		*None	213

Exp Couriers		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007229	15/07/2016	INV 121502		P	1 Jul 89909 JANE MY CUP N TULLAMARINE BENTLEIGH EAST	61500	$28.48	$31.33			Purchase; Exp Couriers		GST	$0.00	$2.85	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$303.81		EXTPCC	851
Exp Couriers		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007229	15/07/2016	INV 121502		P	1 Jul 89967 JANE NESTLE - TES N TULLAMARINE PORT MELBOURNE	61500	$24.01	$26.41			Purchase; Exp Couriers		GST	$0.00	$2.40	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$303.81		EXTPCC	851
Exp Couriers		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007229	15/07/2016	INV 121502		P	4 Jul 90518 JANE TOTAL OFFICE N TULLAMARINE COBURG	61500	$14.49	$15.94			Purchase; Exp Couriers		GST	$0.00	$1.45	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$303.81		EXTPCC	851
Exp Couriers		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007229	15/07/2016	INV 121502		P	5 Jul 90967 JANE KINETIC MARK N TULLAMARINE MOORABBIN	61500	$31.97	$35.17			Purchase; Exp Couriers		GST	$0.00	$3.20	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$303.81		EXTPCC	851
Exp Couriers		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007229	15/07/2016	INV 121502		P	5 Jul 91637 JANE KINETIC MARK N BRAESIDE MOORABBIN	61500	$9.83	$10.81			Purchase; Exp Couriers		GST	$0.00	$0.98	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$303.81		EXTPCC	851
Exp Couriers		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007229	15/07/2016	INV 121502		P	7 Jul 92336 JANE/JOHN N2 EXTREME G N TULLAMARINE FITZROY	61500	$17.99	$19.79			Purchase; Exp Couriers		GST	$0.00	$1.80	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$303.81		EXTPCC	851
Exp Couriers		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007229	15/07/2016	INV 121502		P	11 Jul 93043 JANE YARRA VALLEY N TULLAMARINE NUNAWADING	61500	$34.69	$38.16			Purchase; Exp Couriers		GST	$0.00	$3.47	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$303.81		EXTPCC	851
Exp Couriers		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007229	15/07/2016	INV 121502		P	13 Jul 94176 JANE/JOHN PHO NOM N TULLAMARINE MELBOURNE UNI	61500	$16.82	$18.50			Purchase; Exp Couriers		GST	$0.00	$1.68	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$303.81		EXTPCC	851
Exp Couriers		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007229	15/07/2016	INV 121502		P	13 Jul 94177 JANE/JOHN ROYAL MEL GO N TULLAMARINE BLACK ROCK	61500	$30.23	$33.25			Purchase; Exp Couriers		GST	$0.00	$3.02	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$303.81		EXTPCC	851
Exp Couriers		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007229	15/07/2016	INV 121502		P	14 Jul 94635 JANE/JOHN ROMCAFFE N TULLAMARINE FITZROY	61500	$17.99	$19.79			Purchase; Exp Couriers		GST	$0.00	$1.80	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$303.81		EXTPCC	851
Exp Couriers		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007229	15/07/2016	INV 121502		P	15 Jul 95159 JANE/JOHN YAKUSAN N TULLAMARINE CARLTON	61500	$17.99	$19.79			Purchase; Exp Couriers		GST	$0.00	$1.80	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$303.81		EXTPCC	851
Exp Couriers		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007229	15/07/2016	INV 121502		P	SERVICE FEE	61500	$5.00	$5.50			Purchase; Exp Couriers		GST	$0.00	$0.50	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$303.81		EXTPCC	851
Exp Couriers		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007229	15/07/2016	INV 121502		P	FUEL LEVY	61500	$26.70	$29.37			Purchase; Exp Couriers		GST	$0.00	$2.67	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$303.81		EXTPCC	851

TNT Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007230	16/07/2016	INV 48904081		P	12/07/16 310711391 TULLAMARINE/BLACK STAR PAST S 76 MEL/BNE	56000	$101.60	$111.77			Purchase; TNT Express		GST	$0.00	$10.17	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$238.80		ACC:21779000	34
TNT Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007230	16/07/2016	INV 48904081		P	12/07/16 310711391 TULLAMARINE/BLACK STAR PAST S 76 RED	56000	$20.00	$22.00			Purchase; TNT Express		GST	$0.00	$2.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$238.80		ACC:21779000	34
TNT Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007230	16/07/2016	INV 48904081		P	12/07/16 310711391 TULLAMARINE/BLACK STAR PAST S 76 RSD	56000	$5.00	$5.50			Purchase; TNT Express		GST	$0.00	$0.50	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$238.80		ACC:21779000	34
TNT Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007230	16/07/2016	INV 48904081		P	12/07/16 310858634 TULLAMARINE/AJD CREATIVE S 75 MEL/MEL	56000	$10.47	$11.52			Purchase; TNT Express		GST	$0.00	$1.05	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$238.80		ACC:21779000	34
TNT Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007230	16/07/2016	INV 48904081		P	15/07/16 313552783 TULLAMARINE/NESPRESSO S 76 MEL/SYD	56000	$21.38	$23.52			Purchase; TNT Express		GST	$0.00	$2.14	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$238.80		ACC:21779000	34
TNT Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007230	16/07/2016	INV 48904081		P	15/07/16 313555314 TULLAMARINE/PEL GELATO AND S 76 MEL/HOB	56000	$43.76	$48.13			Purchase; TNT Express		GST	$0.00	$4.37	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$238.80		ACC:21779000	34
TNT Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007230	16/07/2016	INV 48904081		P	15/07/16 313618605 TULLAMARINE/STAR SERVICES I S 75 MEL/MEL	56000	$14.87	$16.36			Purchase; TNT Express		GST	$0.00	$1.49	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$238.80		ACC:21779000	34

SCT Logistics		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007237	17/07/2016	900246141		P	5 SLOTS TO ROSEMOUNT QLD (GURU LIFE)	61500	$661.84	$728.02			Purchase; SCT Logistics		GST	$0.00	$66.18	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$728.02		103617	987

SCT Logistics		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007238	17/07/2016	900246142		P	4 SLOTS TO ALEXANDRIA NSW (THE COFFEE ROASTER P/L)	61500	$209.86	$230.85			Purchase; SCT Logistics		GST	$0.00	$20.99	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$230.85		103617	987

SCT Logistics		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007239	17/07/2016	900246143		P	4 SLOTS TO SOUTH GRANVILLE NSW (ICONIC GROUP)	61500	$209.86	$230.85			Purchase; SCT Logistics		GST	$0.00	$20.99	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$230.85		103617	987

Clean FX Services		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007197	18/07/2016	INV 20630		P	Contract cleaning and maintenance for the month of July 2016	62340	$281.33	$309.46			Purchase; Clean FX Services		GST	$0.00	$28.13	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$309.46		*None	170

D.G.V. STILO		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007202	18/07/2016	JUL~SEP 2016		P	JULY ~ SEPT 2016 RENT @ $2,500  (FACTORY "E")	61703	$7,500.00	$7,500.00			Purchase; D.G.V. STILO		FRE	$0.00	$0.00	$0.00			N-T	$0.00	$0.00	$0.00	B			5	1	30	0	$7,500.00		*None	206

SPICERS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00007203	18/07/2016			P		61006	-$50.10	-$55.11			SPICERS:  Discounts on 00006939		GST	$0.00	-$5.01	$0.00				$0.00	$0.00	$0.00	B			4	60	60	1	-$55.11		AC #:126630	381

