Item Number	Item Name	Buy	Sell	Inventory	Asset Acct	Income Acct	Expense/COS Acct	Item Picture	Description	Use Desc. On Sale	Custom List 1	Custom List 2	Custom List 3	Custom Field 1	Custom Field 2	Custom Field 3	Primary Supplier	Supplier Item Number	Tax Code When Bought	Buy Unit Measure	# Items/Buy Unit	Reorder Quantity	Minimum Level	Selling Price	Sell Unit Measure	Tax Code When Sold	Sell Price Inclusive	Sales Tax Calc. Method	# Items/Sell Unit	Quantity Break 1	Quantity Break 2	Quantity Break 3	Quantity Break 4	Quantity Break 5	"Price Level A, Qty Break 1"	"Price Level B, Qty Break 1"	"Price Level C, Qty Break 1"	"Price Level D, Qty Break 1"	"Price Level E, Qty Break 1"	"Price Level F, Qty Break 1"	"Price Level A, Qty Break 2"	"Price Level B, Qty Break 2"	"Price Level C, Qty Break 2"	"Price Level D, Qty Break 2"	"Price Level E, Qty Break 2"	"Price Level F, Qty Break 2"	"Price Level A, Qty Break 3"	"Price Level B, Qty Break 3"	"Price Level C, Qty Break 3"	"Price Level D, Qty Break 3"	"Price Level E, Qty Break 3"	"Price Level F, Qty Break 3"	"Price Level A, Qty Break 4"	"Price Level B, Qty Break 4"	"Price Level C, Qty Break 4"	"Price Level D, Qty Break 4"	"Price Level E, Qty Break 4"	"Price Level F, Qty Break 4"	"Price Level A, Qty Break 5"	"Price Level B, Qty Break 5"	"Price Level C, Qty Break 5"	"Price Level D, Qty Break 5"	"Price Level E, Qty Break 5"	"Price Level F, Qty Break 5"	Inactive Item	Standard Cost
C001_ART_DW_12_CHIC	12oz D/W (500) Chic		S	I	11331	41110	50012																0	$47.50	500	GST		0	1	0	0	0	0	0	47.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C001_ART_DW_12_DELIZ	12oz D/W (500) Delizie		S	I	11331	41110	50012																0	$47.50	500	GST		0	1	0	0	0	0	0	47.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C001_ART_DW_12_EMBSSY	12oz D/W (500) Coff Embassy		S	I	11331	41110	50012																0	$47.50	500	GST		0	1	0	0	0	0	0	47.5	47.5	47.5	47.5	47.5	47.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C001_ART_DW_12_FLOR	12oz D/W (500) Flor		S	I	11331	41110	50012																0	$47.50	500	GST		0	1	0	0	0	0	0	47.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C001_ART_DW_12_MARQSYD	12oz D/W (500) Marque Syd		S	I	11331	41110	50012																0	$47.50	500	GST		0	1	0	0	0	0	0	47.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C001_ART_DW_12_RETESP	12oz D/W (500) RETESP		S	I	11331	41110	50012																0	$47.50	500	GST		0	1	0	0	0	0	0	47.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Y	
C001_ART_DW_12_SUPBAK	12oz D/W (500) SupBakery		S	I	11331	41110	50012																0	$47.50	500	GST		0	1	0	0	0	0	0	47.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C001_ART_DW_16_BGIRD	16oz D/W (360) BGIRD		S	I	11332	41112	50014																0	$41.40	360	GST		0	1	0	0	0	0	0	41.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C001_ART_DW_16_FLOR	16oz D/W (360) Flor		S	I	11332	41112	50014																0	$41.40	360	GST		0	1	0	0	0	0	0	41.4	41.4	41.4	41.4	41.4	41.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C001_ART_IC_03_VDOLCE	3oz Ice Cream (1800)DCorso		S	I	11347	41119	50017																0	$99.00	1800	GST		0	1	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C001_ART_IC_05_VDOLCE	5oz Ice Cream (1200)DCorso		S	I	11348	41121	50018																0	$72.00	1200	GST		0	1	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C001_ART_SW_04_CHIASS	"4oz S/W (3,200) Chiasso"		S	I	11325	41102	50002																0	$144.00	3200	GST		0	1	0	0	0	0	0	144	144	144	144	144	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C001_ART_SW_04_CHIC	"4oz S/W (3,400) Chic"		S	I	11325	41102	50002																0	$153.00	3400	GST		0	1	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C001_ART_SW_04_FLOR	"4oz S/W (3,400) Florence"		S	I	11325	41102	50002																0	$153.00	3400	GST		0	1	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C001_ART_SW_08_ARTESP	8oz S/W (1000) AOFESP		S	I	11326	41107	50003																0	$55.00	1000	GST		0	1	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C001_ART_SW_08_CHIC	"8oz S/W (1,000) Chic"		S	I	11326	41107	50003																0	$55.00	1000	GST		0	1	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C001_ART_SW_08_FLOR	"8oz S/W (1,000) Flor"		S	I	11326	41107	50003																0	$55.00	1000	GST		0	1	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C001_ART_SW_08_GSCOFF	"8oz S/W (1,000) GS Winning App"		S	I	11326	41107	50003																0	$55.00	1000	GST		0	1	0	0	0	0	0	55	55	55	55	55	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C001_ART_SW_08_KAZBAH	"8oz S/W (1,000) KAZBAH"		S	I	11326	41107	50003																0	$55.00	1000	GST		0	1	0	0	0	0	0	55	55	55	55	55	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C001_ART_SW_08_NU2U	8oz S/W (1000) Nu2U		S	I	11326	41107	50003																0	$55.00	1000	GST		0	1	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C001_ART_SW_08_ZARBAR	"8oz S/W (1,0000 ZAR BAR"		S	I	11326	41107	50003																0	$55.00	1000	GST		0	1	0	0	0	0	0	55	55	55	55	55	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C001_ART_SW_08T_MOCHA	"8oz S/W Trad (1,000) Mocha"		S	I	11340	41116	50007																0	$55.00	1000	GST		0	1	0	0	0	0	0	55	55	55	55	55	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C001_ART_SW_12_ARTESP	12oz S/W (1000) AOFESP		S	I	11327	41109	50011																0	$70.00	1000	GST		0	1	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C001_ART_SW_12_CHIC	"12oz S/W (1,000) Chic"		S	I	11327	41109	50011																0	$70.00	1000	GST		0	1	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C001_ART_SW_12_FLOR	"12oz S/W (1,000) Flor"		S	I	11327	41109	50011																0	$70.00	1000	GST		0	1	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C001_ART_SW_12_GSCOFF	"12oz S/W(1,000) GS Winning App"		S	I	11327	41109	50011																0	$70.00	1000	GST		0	1	0	0	0	0	0	70	70	70	70	70	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C001_ART_SW_12_MOCHA	"12oz S/W (1,000) Mocha"		S	I	11327	41109	50011																0	$70.00	1000	GST		0	1	0	0	0	0	0	70	70	70	70	70	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C001_ART_SW_12_NU2U	12oz S/W (1000) Nu2U		S	I	11327	41109	50011																0	$70.00	1000	GST		0	1	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C001_ART_SW_12_ZARBAR	"12oz S/W (1,000) ZAR BAR"		S	I	11327	41109	50011																0	$70.00	1000	GST		0	1	0	0	0	0	0	70	70	70	70	70	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C001_ART_SW_16_CHIC	16oz S/W (800) Chic		S	I	11328	41111	50013																0	$80.00	800	GST		0	1	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C001_ART_SW_16_FLOR	16oz S/W (800) Flor		S	I	11328	41111	50013																0	$80.00	800	GST		0	1	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C001_ART_SW_16_GSCOFF	16oz S/W (800) GS Winning App		S	I	11328	41111	50013																0	$80.00	800	GST		0	1	0	0	0	0	0	80	80	80	80	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C002_ACTHOS_DW_08_PIERVW	8oz D/W (600) Pier View		S	I	11330	41108	50004																0	$51.00	600	GST		0	1	0	0	0	0	0	51	48	51	51	51	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C002_ACTHOS_DW_08_PTPIEMAN	8oz D/W (600) Peter The Pieman		S	I	11330	41108	50004																0	$51.00	600	GST		0	1	0	0	0	0	0	51	51	51	51	51	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C002_ACTHOS_DW_08_WHERESAUNTY	8ozU D/W Where's Your Aunty		S	I	11330	41108	50004																0	$51.00	600	GST		0	1	0	0	0	0	0	51	51	51	51	51	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C002_ACTHOS_DW_08_WHTOP	8oz D/W (600) WHTOP		S	I	11330	41108	50004																0	$51.00	600	GST		0	1	0	0	0	0	0	51	48	51	51	51	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C002_ACTHOS_DW_08T_BITE	8ozT D/W (500) BITE		S	I	11342	41118	50009																0	$42.50	500	GST		0	1	0	0	0	0	0	42.5	40	40	40	40	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C002_ACTHOS_DW_08T_DUCK	8ozT D/W (500) Duck Over		S	I	11342	41118	50009																0	$42.50	500	GST		0	1	0	0	0	0	0	42.5	40	40	40	40	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C002_ACTHOS_DW_08T_WHERESAUNTY	8ozT D/W Where's Your Aunty		S	I	11342	41118	50009																0	$42.50	500	GST		0	1	0	0	0	0	0	42.5	42.5	42.5	42.5	42.5	42.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C002_ACTHOS_DW_08TK_DUCK	8ozTK D/W (500) Duck Over		S	I	11342	41118	50009																0	$42.50	500	GST		0	1	0	0	0	0	0	42.5	42.5	42.5	42.5	42.5	42.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C002_ACTHOS_DW_12_4FIGS	12oz D/W (500) Four Figs		S	I	11331	41110	50012																0	$50.00	500	GST		0	1	0	0	0	0	0	50	47.5	47.5	47.5	47.5	47.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C002_ACTHOS_DW_12_CARGO	12oz D/W (500) CARGO		S	I	11331	41110	50012																0	$50.00	500	GST		0	1	0	0	0	0	0	50	47.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C002_ACTHOS_DW_12_KAZBAH	12oz D/W (500) Kazbah		S	I	11331	41110	50012																0	$50.00	500	GST		0	1	0	0	0	0	0	50	47.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C002_ACTHOS_DW_12_PIERVW	12oz D/W (500) Pier View		S	I	11331	41110	50012																0	$50.00	500	GST		0	1	0	0	0	0	0	50	47.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C002_ACTHOS_DW_12_PTPIEMAN	12oz D/W (500)Paul The Pieman		S	I	11331	41110	50012																0	$50.00	500	GST		0	1	0	0	0	0	0	50	50	50	50	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C002_ACTHOS_DW_12_WHERESAUNTY	12oz D/W Where's Your Aunty		S	I	11331	41110	50012																0	$50.00	500	GST		0	1	0	0	0	0	0	50	50	50	50	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C002_ACTHOS_DW_12_WHTOP	12oz D/W (500) WHTOP		S	I	11331	41110	50012																0	$50.00	500	GST		0	1	0	0	0	0	0	50	47.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C002_ACTHOS_DW_12_WILDHONEY	12oz D/W (500) WILD HONEY		S	I	11331	41110	50012																0	$50.00	500	GST		0	1	0	0	0	0	0	50	50	50	50	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C002_ACTHOS_DW_12K_DUCK	12ozK D/W (500) Duck Over		S	I	11331	41110	50012																0	$47.50	500	GST		0	1	0	0	0	0	0	47.5	47.5	47.5	47.5	47.5	47.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C002_ACTHOS_DW_16_PIERVW	16oz D/W (360) Pier View		S	I	11332	41112	50014																0	$45.00	360	GST		0	1	0	0	0	0	0	45	41.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C002_ACTHOS_DW_16_WHTOP	16oz D/W (360) WHTOP		S	I	11332	41112	50014																0	$45.00	360	GST		0	1	0	0	0	0	0	45	41.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C002_ACTHOS_DW_16K_DUCK	16ozK D/W (360) Duck Over		S	I	11332	41112	50014																0	$45.00	360	GST		0	1	0	0	0	0	0	45	41.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C002_ACTHOS_FC_5_CARGO	Food Cont 700ml (550) Cargo		S	I	11338	41126	50024																0	$82.50	550	GST		0	1	0	0	0	0	0	82.5	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C002_ACTHOS_SW_06_MICROLOT	"6.5oz S/W (1,800) Microlot"		S	I	11339	41105	50006																0	$72.00	1800	GST		0	1	0	0	0	0	0	72	72	72	72	72	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C002_ACTHOS_SW_06_ZESTB	"6.5oz S/W (1,800) Zest Blue"		S	I	11339	41105	50006																0	$72.00	1800	GST		0	1	0	0	0	0	0	72	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C002_ACTHOS_SW_06_ZESTG	"6.5oz S/W (1,800) Zest Green"		S	I	11339	41105	50006																0	$72.00	1800	GST		0	1	0	0	0	0	0	72	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C002_ACTHOS_SW_06_ZESTW	"6.5oz S/W (1,800) Zest White"		S	I	11339	41105	50006																0	$72.00	1800	GST		0	1	0	0	0	0	0	72	84	84	84	84	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C002_ACTHOS_SW_08_LUGANO	"8oz S/W (1,000) Lugano"		S	I	11326	41107	50003																0	$55.00	1000	GST		0	1	0	0	0	0	0	55	60	60	60	60	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C002_ACTHOS_SW_08_SEAHORSE	"8ozT S/W (1,000) Seahorse"		S	I	11326	41107	50003																0	$55.00	1000	GST		0	1	0	0	0	0	0	55	55	55	55	55	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C002_ACTHOS_SW_08_ZESTB	"8ozT S/W (1,000) Zest Blue"		S	I	11326	41107	50003																0	$55.00	1000	GST		0	1	0	0	0	0	0	55	60	60	60	60	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C002_ACTHOS_SW_08_ZESTG	"8ozT S/W (1,000) Zest Green"		S	I	11326	41107	50003																0	$55.00	1000	GST		0	1	0	0	0	0	0	55	60	60	60	60	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C002_ACTHOS_SW_08_ZESTW	"8ozT S/W (1,000) Zest White"		S	I	11326	41107	50003																0	$55.00	1000	GST		0	1	0	0	0	0	0	55	60	60	60	60	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C002_ACTHOS_SW_08T_CARGO	"8ozT S/W (1,000) Cargo"		S	I	11340	41116	50007																0	$55.00	1000	GST		0	1	0	0	0	0	0	55	55	55	55	55	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C002_ACTHOS_SW_08T_LULU	"8ozT S/W (1,000) LU LU"		S	I	11340	41116	50007																0	$55.00	1000	GST		0	1	0	0	0	0	0	55	60	60	60	60	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C002_ACTHOS_SW_08T_RETRST	"8ozT S/W (1,000) Retro Roast"		S	I	11340	41116	50007																0	$55.00	1000	GST		0	1	0	0	0	0	0	55	65	65	65	65	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C002_ACTHOS_SW_08T_ROCOCO	"8ozT S/W (1,000) Rococo"		S	I	11326	41107	50003																0	$55.00	1000	GST		0	1	0	0	0	0	0	55	55	55	55	55	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C002_ACTHOS_SW_08T_SUPER	"8ozT S/W (1,000) Super Coffee"		S	I	11340	41116	50007																0	$55.00	1000	GST		0	1	0	0	0	0	0	55	60	60	60	60	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C002_ACTHOS_SW_12_CARGO	"12oz S/W (1,000) Cargo"		S	I	11327	41109	50011																0	$75.00	1000	GST		0	1	0	0	0	0	0	75	70	70	70	70	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C002_ACTHOS_SW_12_LUGANO	"12oz S/W (1,000) Lugano"		S	I	11327	41109	50011																0	$75.00	1000	GST		0	1	0	0	0	0	0	75	70	80	80	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C002_ACTHOS_SW_12_LULU	"12oz S/W (1,000) LU LU"		S	I	11327	41109	50011																0	$75.00	1000	GST		0	1	0	0	0	0	0	75	70	80	80	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C002_ACTHOS_SW_12_RETRST	"12oz S/W (1,000) Retro Roast"		S	I	11327	41109	50011																0	$75.00	1000	GST		0	1	0	0	0	0	0	75	90	85	85	85	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C002_ACTHOS_SW_12_ROCOCO	"12oz S/W (1,000) Rococo"		S	I	11327	41109	50011																0	$75.00	1000	GST		0	1	0	0	0	0	0	75	75	75	75	75	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C002_ACTHOS_SW_12_SUPER	"12oz S/W (1,000) Super Coffee"		S	I	11327	41109	50011																0	$75.00	1000	GST		0	1	0	0	0	0	0	75	75	75	75	75	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C002_ACTHOS_SW_16_CARGO	16oz S/W (800) Cargo		S	I	11328	41111	50013																0	$72.00	800	GST		0	1	0	0	0	0	0	72	72	72	72	72	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C003_ADTEA_DW_12_ADTEA	12oz D/W (500) Adore Tea		S	I	11331	41110	50012																0	$47.50	500	GST		0	1	0	0	0	0	0	47.5	47.5	47.5	47.5	47.5	47.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C003_ADTEA_SW_02-ADTEA	"2oz S/W (2,000) Adore Tea"		S	I	11333	41101	50010																0	$60.00	2000	GST		0	1	0	0	0	0	0	60	60	60	60	60	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C003_ADTEA_SW_02_ADTEAPOT	"2oz S/W (2,000) Adore Teapot"		S	I	11333	41101	50010																0	$60.00	2000	GST		0	1	0	0	0	0	0	60	60	60	60	60	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C004_AGOSTI_DW_04_G01	"4oz D/W (1,000) Agosti Generic"		S	I	11329	41103	50001																0	$75.00	1000	GST		0	1	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C004_AGOSTI_DW_08_G01	8oz D/W (600) Agosti Generic		S	I	11330	41108	50004																0	$48.00	600	GST		0	1	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C004_AGOSTI_DW_12_G01	12oz D/W (500) Agosti Generic		S	I	11331	41110	50012																0	$47.50	500	GST		0	1	0	0	0	0	0	47.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C004_AGOSTI_DW_16_G01	16oz D/W (360) Agosti Generic		S	I	11332	41112	50014																0	$52.20	360	GST		0	1	0	0	0	0	0	52.2	52.2	52.2	52.2	52.2	52.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C005_NESTLE_DW_04_BLEND 43	"4oz D/W (1,000) Blend 43 New"		S	I	11329	41103	50001																0	$75.00	1000	GST		0	1	0	0	0	0	0	75	75	75	75	75	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C005_NESTLE_DW_04_CHOOSE	"4oz D/W (1,000) Choose a Cup"		S	I	11329	41103	50001																0	$80.00	1000	GST		0	1	0	0	0	0	0	80	75	75	75	75	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C005_NESTLE_DW_04_COFFBRK	"4oz D/W (1,000) Coffee Break"		S	I	11329	41103	50001																0	$75.00	1000	GST		0	1	0	0	0	0	0	75	75	75	75	75	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C005_NESTLE_DW_04_DOLCEGUSTO	"4oz D/W (1,000) Dolce Gusto"		S	I	11329	41103	50001																0	$75.00	1000	GST		0	1	0	0	0	0	0	75	75	75	75	75	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C005_NESTLE_DW_04_MODARTCOFF	"4oz D/W (1,000) MOD ART COFF"		S	I	11329	41103	50001																0	$75.00	1000	GST		0	1	0	0	0	0	0	75	75	75	75	75	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C005_NESTLE_DW_08_BLEND43	8oz D/W (600)WW BLEND 43		S	I	11330	41108	50004																0	$51.00	600	GST		0	1	0	0	0	0	0	51	51	51	51	51	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C005_NESTLE_DW_08_WWPURN	8oz D/W (600)WW Purina		S	I	11330	41108	50004																0	$51.00	600	GST		0	1	0	0	0	0	0	51	57	57	57	57	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C005_NESTLE_DW_08T_CHOOSE	8ozT D/W (500) Choose a Cup		S	I	11342	41118	50009																0	$47.50	500	GST		0	1	0	0	0	0	0	47.5	47.5	47.5	47.5	47.5	47.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C005_NESTLE_DW_08T_DOLGUST	8ozT D/W (500) Dolce Gusto		S	I	11342	41118	50009																0	$42.50	500	GST		0	1	0	0	0	0	0	42.5	57	57	57	57	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C005_NESTLE_DW_08T_KITKAT	8ozT D/W (500) Kit Kat		S	I	11342	41118	50009																0	$47.50	500	GST		0	1	0	0	0	0	0	47.5	47.5	47.5	47.5	47.5	47.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C005_NESTLE_DW_08T_NDGY	8ozT D/W (500) NDG Youth		S	I	11342	41118	50009																0	$42.50	500	GST		0	1	0	0	0	0	0	42.5	42.5	42.5	42.5	42.5	42.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C005_NESTLE_DW_08T_NESCAFE	8ozT D/W (500) Nescafe Generic		S	I	11342	41118	50009																0	$47.50	500	GST		0	1	0	0	0	0	0	47.5	42.5	42.5	42.5	42.5	42.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
